Purchase Date,Fiscal Year,LPA Number,Purchase Order Number,Acquisition Type,Sub-Acquisition Type,Acquisition Method,Department Name,Supplier Code,Supplier Qualifications,Quantity,Unit Price,Total Price,Classification Codes,Normalized UNSPSC,Commodity Title,Class,Class Title,Family,Family Title,Segment,Segment Title
9/5/2012,2012-2013,,4500149558,NON-IT Goods,,Formal Competitive,"Corrections and Rehabilitation, Department of",48199,CA-SB,40,$0.60 ,$24.00 ,50405625,50405625,Jalapeno peppers,50405600,Peppers,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products
10/18/2012,2012-2013,,4500156192,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1327540,CA-MB CA-SB,1,"$12,587.05 ","$12,587.05 ",50301541,50301541,Ida red apples,50301500,Apples,50300000,Fresh fruits,50000000,Food Beverage and Tobacco Products
10/17/2012,2012-2013,,4500156124,NON-IT Goods,,Fair and Reasonable,Correctional Health Care Services,45803,CA-MB CA-SB,1,$199.00 ,$199.00 ,55101506,55101506,Magazines,55101500,Printed publications,55100000,Printed media,55000000,Published Products
10/30/2012,2012-2013,,S2556056,NON-IT Goods,,Informal Competitive,"Parks & Recreation, Department of",1746707,,1000,$4.95 ,"$4,950.00 ",10121505,10121505,Hay,10121500,Livestock feed,10120000,Animal feed,10000000,Live Plant and Animal Material and Accessories and Supplies
11/14/2012,2012-2013,,4500159228,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1065902,,14686.5,$1.00 ,"$14,686.50 ",50201706,50201706,Coffee,50201700,Coffee and tea,50200000,Beverages,50000000,Food Beverage and Tobacco Products
11/27/2012,2012-2013,,4500160629,NON-IT Goods,,State Programs,"Corrections and Rehabilitation, Department of",1008361,,1,"$214,788.00 ","$214,788.00 ",56101532,56101532,Furniture set,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
11/30/2012,2012-2013,,11OAL07,NON-IT Goods,,NCB,"Administrative Law, Office of",1001493,,1,"$5,000.00 ","$5,000.00 ",55101524,55101524,Reference books,55101500,Printed publications,55100000,Printed media,55000000,Published Products
5/14/2014,2013-2014,,W0000828,NON-IT Goods,,Fair and Reasonable,"Veterans Affairs, Department of",47767,CA-MB CA-SB,1,"$3,593.00 ","$3,593.00 ",53102708,53102708,Nurses uniforms,53102700,Uniforms,53100000,Clothing,53000000,Apparel and Luggage and Personal Care Products
6/23/2013,2012-2013,5-08-89-15,4500187456,NON-IT Goods,,Statewide Contract,"Corrections and Rehabilitation, Department of",1000709,,1,"$15,000.00 ","$15,000.00 ",50401824,50401824,Green beans,50401800,Beans,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products
11/15/2012,2012-2013,,565D2005,NON-IT Goods,,State Programs,"Highway Patrol, California",1065902,,4,$351.00 ,"$1,404.00 ",56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
6/10/2014,2013-2014,,4500237320,NON-IT Goods,,Informal Competitive,Correctional Health Care Services,1114862,,1,"$13,344.00 ","$13,344.00 ",14111507,14111507,Printer or copier paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products
6/29/2013,2012-2013,5-08-89-15,4500188538,NON-IT Goods,,Statewide Contract,"Corrections and Rehabilitation, Department of",1000709,,1,"$20,000.00 ","$20,000.00 ",50401824,50401824,Green beans,50401800,Beans,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products
5/6/2014,2013-2014,1-11-87-17C,235,NON-IT Goods,,Statewide Contract,"Fish and Wildlife, Department of",1752282,,6000,$0.57 ,"$3,420.00 ",10121703,10121703,Fish food flakes,10121700,Fish food,10120000,Animal feed,10000000,Live Plant and Animal Material and Accessories and Supplies
12/3/2012,2012-2013,,4500161419,NON-IT Goods,,State Programs,Correctional Health Care Services,1065902,,4,$359.00 ,"$1,436.00 ",56101522,56101522,Arm chair,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
12/28/2012,2012-2013,1-07-97-32,9.91E+11,NON-IT Goods,,Statewide Contract,"Transportation, Department of",1028377,,1,"$9,518.47 ","$9,518.47 ",55121710,55121710,Traffic signs,55121700,Signage,55120000,Signage and accessories,55000000,Published Products
12/14/2012,2012-2013,,SA12 9007,NON-IT Services,Personal Services,Fair and Reasonable,Air Resources Board,1740264,,1,$129.44 ,$129.44 ,82101504,82101504,Newspaper advertising,82101500,Print advertising,82100000,Advertising,82000000,Editorial and Design and Graphic and Fine Art Services
12/19/2012,2012-2013,,2012-0610,NON-IT Goods,,SB/DVBE Option,"Equalization, Board of",1378200,CA-MB CA-SB,1,"$13,372.38 ","$13,372.38 ",14111507,14111507,Printer or copier paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products
1/25/2013,2012-2013,,12-506-0054,NON-IT Goods,,Informal Competitive,"State Hospitals, Department of",12205,CA-SB,180,$1.60 ,$288.00 ,50405312,50405312,Red onions,50405300,Onions,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products
1/31/2013,2012-2013,,1613000145,NON-IT Goods,,SB/DVBE Option,"Transportation, Department of",1553400,,1,"$199,172.20 ","$199,172.20 ",55121734,55121734,Sign sheeting material,55121700,Signage,55120000,Signage and accessories,55000000,Published Products
1/16/2013,2012-2013,,2012-0754,NON-IT Goods,,Services are specifically exempt by policy,"Equalization, Board of",1747193,,1,"$4,630.00 ","$4,630.00 ",82121506,82121506,Publication printing,82121500,Printing,82120000,Reproduction services,82000000,Editorial and Design and Graphic and Fine Art Services
2/6/2013,2012-2013,5-08-89-15,4500169049,NON-IT Goods,,Statewide Contract,"Corrections and Rehabilitation, Department of",1000709,,1,"$7,570.78 ","$7,570.78 ",50401824,50401824,Green beans,50401800,Beans,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products
2/12/2013,2012-2013,5-08-89-15,4500169660,NON-IT Goods,,Statewide Contract,Correctional Health Care Services,1000709,,40000,$1.00 ,"$40,000.00 ",50301518,50301518,Delicious apples,50301500,Apples,50300000,Fresh fruits,50000000,Food Beverage and Tobacco Products
2/2/2013,2012-2013,5-08-89-15,4500168643,NON-IT Goods,,Statewide Contract,"Corrections and Rehabilitation, Department of",1000709,,1,"$7,246.49 ","$7,246.49 ",50401824,50401824,Green beans,50401800,Beans,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products
3/11/2013,2012-2013,1-12-75-04,3168445,NON-IT Goods,,Statewide Contract,"General Services, Department of",1744915,,1,"$30,260.00 ","$30,260.00 ",44121504,44121504,Window envelopes,44121500,Mailing supplies,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies
3/18/2013,2012-2013,,4500173937,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1019718,,1,"$33,000.00 ","$33,000.00 ",50402001,50402001,Broccolini,50402000,Broccoli,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products
3/20/2013,2012-2013,,4500174452,NON-IT Goods,,SB/DVBE Option,"Corrections and Rehabilitation, Department of",11350,CA-SB,20220.8,$1.00 ,"$20,220.80 ",50121537,50121537,Frozen fish,50121500,Fish,50120000,Seafood,50000000,Food Beverage and Tobacco Products
3/28/2013,2012-2013,,4500128383,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1065902,,1000,$50.50 ,"$50,500.00 ",56101508,56101508,Mattresses or sleep sets,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
4/23/2013,2012-2013,1-11-87-17C,293,NON-IT Goods,,Statewide Contract,"Fish and Wildlife, Department of",1752282,,1,"$13,293.20 ","$13,293.20 ",10121702,10121702,Fish food pellets,10121700,Fish food,10120000,Animal feed,10000000,Live Plant and Animal Material and Accessories and Supplies
4/13/2013,2012-2013,,4500177246,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1006881,,1,"$6,448.08 ","$6,448.08 ",50401824,50401824,Green beans,50401800,Beans,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products
4/22/2013,2012-2013,,61300000279,NON-IT Goods,,State Programs,"Transportation, Department of",1065902,,12,$347.00 ,"$4,164.00 ",56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
4/12/2013,2012-2013,,4500177062,NON-IT Goods,,Fair and Reasonable,Correctional Health Care Services,25415,CA-MB CA-SB,7,$20.17 ,$141.19 ,44121604,44121604,Stamps,44121600,Desk supplies,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies
4/8/2013,2012-2013,SBP01336,W1226,NON-IT Goods,,WSCA/Coop,"Justice, Department of",1459140,,1,$6.05 ,$6.05 ,83101605,83101605,Gas facility charge,83101600,Oil and gas utilities,83100000,Utilities,83000000,Public Utilities and Public Sector Related Services
5/21/2013,2012-2013,,P1201020,NON-IT Goods,,Fair and Reasonable,Franchise Tax Board,2319,CA-SB CA-SBE,1,$470.00 ,$470.00 ,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
5/23/2013,2012-2013,,4500198175,NON-IT Goods,,SB/DVBE Option,"Water Resources, Department of",15228,CA-MB CA-SB,24,$9.34 ,$224.16 ,44121704,44121704,Ball point pens,44121700,Writing instruments,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies
5/17/2013,2012-2013,,S2925176,NON-IT Goods,,Informal Competitive,"Parks & Recreation, Department of",23730,CA-SB,600,$32.00 ,"$19,200.00 ",14111704,14111704,Toilet tissue,14111700,Personal paper products,14110000,Paper products,14000000,Paper Materials and Products
5/22/2013,2012-2013,,3PA2C806G,NON-IT Goods,,Formal Competitive,"Forestry and Fire Protection, Department of",13935,,1,"$7,028.76 ","$7,028.76 ",15101506,15101506,Gasoline or Petrol,15101500,Petroleum and distillates,15100000,Fuels,15000000,Fuels and Fuel Additives and Lubricants and Anti corrosive Materials
5/22/2013,2012-2013,,12-506-0193,NON-IT Goods,,Informal Competitive,"State Hospitals, Department of",1745491,,20,$42.50 ,$850.00 ,50401850,50401850,Wax beans,50401800,Beans,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products
5/28/2013,2012-2013,,4500182023,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",32474,CA-MB CA-SB,4,$2.50 ,$10.00 ,27111703,27111703,Socket sets,27111700,Wrenches and drivers,27110000,Hand tools,27000000,Tools and General Machinery
5/22/2013,2012-2013,,12560229,NON-IT Goods,,Formal Competitive,"State Hospitals, Department of",1019503,,2,$237.00 ,$474.00 ,31181604,31181604,Seal mechanical,31181600,Seals,31180000,Gaskets and seals,31000000,Manufacturing Components and Supplies
5/28/2013,2012-2013,,4500179548,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1748286,,462,$10.00 ,"$4,620.00 ",50404615,50404615,Iceberg lettuce,50404600,Lettuces,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products
5/15/2013,2012-2013,,PO422669,NON-IT Goods,,Fair and Reasonable,"Fish and Wildlife, Department of",1746794,,5,$272.00 ,"$1,360.00 ",24111508,24111508,Tent bag,24111500,Bags,24110000,Containers and storage,24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
5/28/2013,2012-2013,,DRP12284,NON-IT Goods,,Formal Competitive,"Education, Department of",40517,CA-MB CA-SB,50,$44.62 ,"$2,231.00 ",14111703,14111703,Paper towels,14111700,Personal paper products,14110000,Paper products,14000000,Paper Materials and Products
5/20/2013,2012-2013,,4500181403,IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1755386,,1,"$63,452.99 ","$63,452.99 ",81112201,81112201,Maintenance or support fees,81112200,Software maintenance and support,81110000,Computer services,81000000,Engineering and Research and Technology Based Services
4/15/2014,2013-2014,,P3872AJD,NON-IT Goods,,Formal Competitive,"Conservation Corps, California",15939,CA-SB,10,$28.04 ,$280.40 ,27112746,27112746,Chain saw,27112700,Power tools,27110000,Hand tools,27000000,Tools and General Machinery
7/16/2013,2013-2014,,4500190168,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1748286,,192,$14.90 ,"$2,860.80 ",50301702,50301702,Baby bananas,50301700,Bananas,50300000,Fresh fruits,50000000,Food Beverage and Tobacco Products
8/26/2013,2013-2014,,4500195870,NON-IT Goods,,Informal Competitive,Correctional Health Care Services,1017336,,1,$146.15 ,$146.15 ,44122010,44122010,Dividers,44122000,Folders and binders and indexes,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies
9/11/2013,2013-2014,,3171461,NON-IT Goods,,Fair and Reasonable,"General Services, Department of",1755347,,1,"$1,866.00 ","$1,866.00 ",78111808,78111808,Vehicle rental,78111800,Passenger road transportation,78110000,Passenger transport,78000000,Transportation and Storage and Mail Services
8/2/2013,2013-2014,,4500190668,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",6523,CA-SB CA-SBE WBE WOSB,1,$995.04 ,$995.04 ,53102503,53102503,Hats,53102500,Clothing accessories,53100000,Clothing,53000000,Apparel and Luggage and Personal Care Products
8/16/2013,2013-2014,,13-G0053,NON-IT Goods,,Informal Competitive,"Pesticide Regulation, Department of",12214,CA-MB CA-SB,8,$3.83 ,$30.64 ,55121616,55121616,Self adhesive flags,55121600,Labels,55120000,Signage and accessories,55000000,Published Products
1/22/2014,2013-2014,,365D3004,NON-IT Goods,,State Programs,"Highway Patrol, California",1755837,,2,$260.00 ,$520.00 ,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
9/27/2013,2013-2014,,13-201-0036,NON-IT Goods,,Informal Competitive,"State Hospitals, Department of",13023,CA-SB,100,$0.82 ,$82.00 ,44121706,44121706,Wooden pencils,44121700,Writing instruments,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies
9/5/2013,2013-2014,,4500197374,NON-IT Goods,,State Programs,"Corrections and Rehabilitation, Department of",1755837,,1,"$55,894.05 ","$55,894.05 ",50181901,50181901,Fresh bread,50181900,Bread and biscuits and cookies,50180000,Bread and bakery products,50000000,Food Beverage and Tobacco Products
9/11/2013,2013-2014,,13560040,NON-IT Goods,,Informal Competitive,"State Hospitals, Department of",1757528,,4,$1.95 ,$7.80 ,31171607,31171607,Wear bushing,31171600,Bushings,31170000,Bearings and bushings and wheels and gears,31000000,Manufacturing Components and Supplies
1/8/2014,2013-2014,,4500213943,NON-IT Goods,,NCB,"Corrections and Rehabilitation, Department of",1027701,,7,$10.90 ,$76.30 ,55101509,55101509,Educational or vocational textbooks,55101500,Printed publications,55100000,Printed media,55000000,Published Products
9/20/2013,2013-2014,1-13-70-02A,REQ0011189,IT Goods,,Statewide Contract,"Consumer Affairs, Department of",1755386,,1,$3.00 ,$3.00 ,76122408,76122408,State county local waste or recycle fee,76122400,Refuse disposal and treatment fees,76120000,Refuse disposal and treatment,76000000,Industrial Cleaning Services
9/20/2013,2013-2014,7-11-51-02,13560049,NON-IT Goods,,WSCA/Coop,"State Hospitals, Department of",1001584,,12,$3.50 ,$42.00 ,31201501,31201501,Duct tape,31201500,Tape,31200000,Adhesives and sealants,31000000,Manufacturing Components and Supplies
11/19/2013,2013-2014,,4500204510,NON-IT Goods,,SB/DVBE Option,"Water Resources, Department of",1755530,CA-MB CA-SB,8,$129.00 ,"$1,032.00 ",31161610,31161610,Eye bolts,31161600,Bolts,31160000,Hardware,31000000,Manufacturing Components and Supplies
10/10/2013,2013-2014,1-13-70-02A,0474-2013,IT Goods,,Statewide Contract,California Emergency Management Agency,1755386,,22,$3.00 ,$66.00 ,76122305,76122305,Recycling of computer based products,76122300,Recycling services,76120000,Refuse disposal and treatment,76000000,Industrial Cleaning Services
10/15/2013,2013-2014,7-11-51-02,4500203203,NON-IT Goods,,WSCA/Coop,"Water Resources, Department of",1001584,,1,$271.60 ,$271.60 ,27112720,27112720,Torque tools,27112700,Power tools,27110000,Hand tools,27000000,Tools and General Machinery
10/23/2013,2013-2014,1-11-87-17C,PO232325,NON-IT Goods,,Statewide Contract,"Fish and Wildlife, Department of",1752282,,10000,$0.48 ,"$4,750.00 ",10121702,10121702,Fish food pellets,10121700,Fish food,10120000,Animal feed,10000000,Live Plant and Animal Material and Accessories and Supplies
11/5/2013,2013-2014,,4500206367,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1026891,,6772.5,$1.00 ,"$6,772.50 ",31162411,31162411,Snap rings,31162400,Miscellaneous fasteners,31160000,Hardware,31000000,Manufacturing Components and Supplies
10/18/2013,2013-2014,1-12-65-65-01-E,W0000487,NON-IT Goods,,Statewide Contract,"Veterans Affairs, Department of",1752319,,1,"$2,777.60 ","$2,777.60 ",53102306,53102306,Adult diapers,53102300,Undergarments,53100000,Clothing,53000000,Apparel and Luggage and Personal Care Products
11/13/2013,2013-2014,5-08-89-15,4500207336,NON-IT Goods,,Statewide Contract,Correctional Health Care Services,1758151,,1,$474.15 ,$474.15 ,50193101,50193101,Instant snack mixes,50193100,Instant mixes and supplies,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products
11/18/2013,2013-2014,,645D3006,NON-IT Goods,,State Programs,"Highway Patrol, California",1755837,,1,$546.00 ,$546.00 ,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
11/15/2013,2013-2014,7-11-51-01,4500203743,NON-IT Goods,,WSCA/Coop,"Water Resources, Department of",1013057,,9,$102.88 ,$925.92 ,31162803,31162803,Shackles,31162800,Miscellaneous hardware,31160000,Hardware,31000000,Manufacturing Components and Supplies
11/7/2013,2013-2014,,S3260008,NON-IT Goods,,Formal Competitive,"Parks & Recreation, Department of",1759075,,6,$950.00 ,"$5,700.00 ",11121809,11121809,Straw,11121800,Plant fibers,11120000,Non edible plant and forestry products,11000000,Mineral and Textile and Inedible Plant and Animal Materials
12/9/2013,2013-2014,1-11-87-17C,986,NON-IT Goods,,Statewide Contract,"Fish and Wildlife, Department of",1752282,,10000,$0.57 ,"$5,700.00 ",10121702,10121702,Fish food pellets,10121700,Fish food,10120000,Animal feed,10000000,Live Plant and Animal Material and Accessories and Supplies
12/27/2013,2013-2014,,4500213518,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1730366,CA-SB,1,"$11,176.80 ","$11,176.80 ",50221101,50221101,Cereal grains,50221100,Cereals,50220000,Cereal and pulse products,50000000,Food Beverage and Tobacco Products
12/18/2013,2013-2014,,P3810AHQ,NON-IT Goods,,Fair and Reasonable,"Conservation Corps, California",1760022,,3,$32.00 ,$96.00 ,31211507,31211507,Spray paints,31211500,Paints and primers,31210000,Paints and primers and finishes,31000000,Manufacturing Components and Supplies
12/11/2013,2013-2014,1-12-75-04,3173407,NON-IT Goods,,Statewide Contract,"General Services, Department of",1744915,,1,"$11,990.00 ","$11,990.00 ",44121506,44121506,Standard envelopes,44121500,Mailing supplies,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies
1/7/2014,2013-2014,1-13-89-50,SN353046,NON-IT Goods,,Statewide Contract,"Developmental Services, Department of",1756637,,205,$1.59 ,$325.95 ,50181901,50181901,Fresh bread,50181900,Bread and biscuits and cookies,50180000,Bread and bakery products,50000000,Food Beverage and Tobacco Products
12/30/2013,2013-2014,,13-G0236,NON-IT Goods,,Fair and Reasonable,"Pesticide Regulation, Department of",1760284,,32,$56.48 ,"$1,807.36 ",49101702,49101702,Trophies,49101700,Awards,49100000,Collectibles and awards,49000000,Sports and Recreational Equipment and Supplies and Accessories
12/30/2013,2013-2014,,2PA2N121,IT Goods,,State Programs,"Forestry and Fire Protection, Department of",1755837,,9,$287.00 ,"$2,583.00 ",56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
6/18/2014,2013-2014,,4500239165,NON-IT Goods,,Fair and Reasonable,Correctional Health Care Services,1755858,,1,$150.00 ,$150.00 ,31161610,31161610,Eye bolts,31161600,Bolts,31160000,Hardware,31000000,Manufacturing Components and Supplies
4/25/2014,2013-2014,,4500208180,NON-IT Goods,,SB/DVBE Option,"Water Resources, Department of",1755530,CA-MB CA-SB,300,$0.04 ,$12.00 ,31161740,31161740,Bolt nut,31161700,Nuts,31160000,Hardware,31000000,Manufacturing Components and Supplies
4/4/2014,2013-2014,,4500223362,NON-IT Goods,,State Programs,"Corrections and Rehabilitation, Department of",1755837,,1,"$19,710.00 ","$19,710.00 ",50201706,50201706,Coffee,50201700,Coffee and tea,50200000,Beverages,50000000,Food Beverage and Tobacco Products
6/25/2014,2013-2014,,P1301169,NON-IT Goods,,Fair and Reasonable,Franchise Tax Board,2319,CA-SB CA-SBE SB,1,$695.00 ,$695.00 ,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
1/2/2014,2013-2014,,4500214269,NON-IT Goods,,Services are specifically exempt by policy,"Corrections and Rehabilitation, Department of",1754190,SB,1,"$5,514.00 ","$5,514.00 ",55101509,55101509,Educational or vocational textbooks,55101500,Printed publications,55100000,Printed media,55000000,Published Products
1/16/2014,2013-2014,,3029-560,NON-IT Goods,,State Programs,"Food and Agriculture, Department of",1755837,,2,$520.00 ,"$1,040.00 ",56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
1/9/2014,2013-2014,,13-G0247,NON-IT Goods,,Informal Competitive,"Pesticide Regulation, Department of",10803,CA-SB,12,$4.90 ,$58.80 ,14111514,14111514,Paper pads or notebooks,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products
1/7/2014,2013-2014,,X1164,NON-IT Goods,,Fair and Reasonable,"Justice, Department of",19921,,3,$135.00 ,$405.00 ,31411904,31411904,Rubber on metal or plastic molded seal,31411900,Molded seals,31410000,Seals,31000000,Manufacturing Components and Supplies
5/19/2014,2013-2014,,FV350276,NON-IT Goods,,Informal Competitive,"Developmental Services, Department of",1755634,,1,"$6,978.39 ","$6,978.39 ",56101520,56101520,Lockers,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
